GENE_CHROMOSOME	GENE_START	GENE_END	GENE_NAME
3	56620133	56683237	TASOR
3	56727418	57079329	ARHGEF3
3	57060664	57075432	SPATA12
3	57089982	57170306	IL17RD
3	57197838	57227606	HESX1
3	57227726	57278105	APPL1
3	57268342	57292685	ASB14
3	57293699	57544344	DNAH12
3	57556274	57566848	PDE12
3	57571363	57598220	ARF4
3	57625454	57693077	DENND6A
3	57755450	57930003	SLMAP
3	58008400	58172251	FLNB
3	58192257	58214697	DNASE1L3
3	58237532	58295693	ABHD6
3	58306247	58324695	RPP14
3	58306262	58318574	HTD2
3	58332880	58426127	PXK
3	58427630	58433857	PDHB
3	58492096	58502360	KCTD6
3	58505136	58537283	ACOX2
3	58564117	58627610	FAM107A
3	58633946	58666834	FAM3D
3	58717365	59050084	C3orf67
3	59747277	61251459	FHIT
3	61561569	62297609	PTPRG
3	62318973	62336213	C3orf14
3	62369681	62374324	FEZF2
3	62398346	62875416	CADPS
3	63228315	63616924	SYNPR
3	63652675	63679020	SNTN
3	63819299	63848636	C3orf49
3	63833870	63863868	THOC7
3	63864557	64003462	ATXN7
3	63898399	64003453	ATXN7
3	64010549	64024010	PSMD6
3	64092236	64445476	PRICKLE2
3	64515654	64688000	ADAMTS9
3	65353525	66038834	MAGI1
3	66133610	66388116	SLC25A26
3	66378797	66501263	LRIG1
3	66998307	67011210	KBTBD8
3	67360460	67654614	SUCLG2
3	68004247	68545621	TAFA1
3	68731766	68953297	TAFA4
3	68975217	69013684	EOGT
3	69019827	69052339	TMF1
3	69054730	69080408	UBA3
3	69084937	69106092	ARL6IP5
3	69106872	69123032	LMOD3
3	69168782	69542583	FRMD4B
3	69739435	69968337	MITF
3	70194479	70312638	MDFIC2
3	70952817	71583993	FOXP1
3	70959226	71754229	AC097634.4
3	71675414	71754773	EIF4E3
3	71753855	71756496	GPR27
3	71771655	71785206	PROK2
3	72371825	72446621	RYBP
3	72749277	72861914	SHQ1
3	72888046	72998138	GXYLT2
3	72996803	73069198	PPP4R2
3	73061659	73063337	EBLN2
3	73382431	73624941	PDZRN3
3	74262568	74521140	CNTN3
3	75664330	75667220	FRG2C
3	75678660	75785583	ZNF717
3	75906695	77649964	ROBO2
3	78597239	79767998	ROBO1
3	81489703	81761645	GBE1
3	84958981	86074429	CADM2
3	86876388	86991149	VGLL3
3	87227271	87255556	CHMP2B
3	87259404	87276584	POU1F1
3	87990696	87993835	HTR1F
3	88051944	88149885	CGGBP1
3	88059255	88144664	ZNF654
3	88149959	88168729	C3orf38
3	88338416	88467594	CSNKA2IP
3	89107621	89482134	EPHA3
3	93873033	93980003	PROS1
3	93980139	94055678	ARL13B
3	94014365	94028597	STX19
3	94047836	94063389	DHFR2
3	94062980	94131832	NSUN3
3	96617188	96618236	MTRNR2L12
3	96814581	97752460	EPHA6
3	97764521	97801229	ARL6
3	97822011	97944984	CRYBG3
3	97941818	97972457	RIOX2
3	97986673	98035304	GABRR3
3	98087173	98088102	OR5AC2
3	98130721	98138548	OR5H1
3	98147479	98156614	OR5H14
3	98166696	98169774	OR5H15
3	98263252	98265356	OR5H6
3	98282888	98283832	OR5H2
3	98353854	98354819	OR5K4
3	98390666	98391631	OR5K3
3	98463201	98472924	OR5K1
3	98497604	98498663	OR5K2
3	98497912	98523066	CLDND1
3	98521133	98585498	AC021660.3
3	98531978	98534681	GPR15
3	98579446	98593648	CPOX
3	98732236	98821201	ST3GAL6
3	98795941	98901695	DCBLD2
3	99638475	99799226	COL8A1
3	99817837	100181732	CMSS1
3	99830141	100114513	FILIP1L
3	100260992	100325251	TBC1D23
3	100334739	100361635	NIT2
3	100363431	100401089	TOMM70
3	100401532	100456319	LNP1
3	100492619	100577444	TMEM45A
3	100609601	100695479	ADGRG7
3	100709331	100748964	TFG
3	100749156	100993515	ABI3BP
3	101222546	101320575	IMPG2
3	101324205	101513241	SENP7
3	101561868	101566446	TRMT10C
3	101574180	101594465	PCNP
3	101648889	101677132	ZBTB11
3	101681091	101686718	RPL24
3	101724593	101770562	CEP97
3	101779202	101828231	NXPE3
3	101827991	101861022	NFKBIZ
3	102099244	102479841	ZPLD1
3	105366909	105576900	ALCAM
3	105655461	105869552	CBLB
3	107377439	107378635	CCDC54
3	107522936	107811339	BBX
3	108043091	108091862	CD47
3	108160812	108222435	IFT57
3	108296490	108378285	HHLA2
3	108380368	108529322	MYH15
3	108549864	108589644	CIP2A
3	108589705	108694840	DZIP3
3	108743424	108757384	RETNLB
3	108822770	108855005	TRAT1
3	108907792	108953879	GUCA1C
3	108958248	109118134	MORC1
3	109118252	109151401	C3orf85
3	109293788	109316517	DPPA2
3	109326141	109337572	DPPA4
3	111070071	111275563	NECTIN3
3	111292719	111665750	CD96
3	111592900	111595346	ZBED2
3	111674676	111846447	PLCXD2
3	111732497	111976517	PHLDB2
3	111979010	111993368	ABHD10
3	111998739	112013887	TAGLN3
3	112034843	112081269	TMPRSS7
3	112086335	112131004	C3orf52
3	112120839	112133270	GCSAM
3	112140898	112294227	SLC9C1
3	112332347	112362812	CD200
3	112463966	112499472	BTLA
3	112532510	112562046	ATG3
3	112561709	112585579	SLC35A5
3	112596794	112649530	CCDC80
3	112815709	112846856	CD200R1L
3	112921205	112975103	CD200R1
3	112990984	113015060	GTPBP8
3	113002444	113019861	NEPRO
3	113211003	113287459	BOC
3	113286930	113441610	CFAP44
3	113361901	113515151	AC112128.1
3	113442718	113515187	SPICE1
3	113532296	113629578	SIDT1
3	113648385	113696646	USF3
3	113716458	113746300	NAA50
3	113747033	113812056	ATP6V1A
3	113828182	113947174	GRAMD1C
3	113947901	113965401	ZDHHC23
3	113964137	114056594	CCDC191
3	114005833	114088422	QTRT2
3	114128652	114199407	DRD3
3	114234631	114237578	ZNF80
3	114276913	114310288	TIGIT
3	114314501	115147271	ZBTB20
3	115623324	115721490	GAP43
3	115802363	117139389	LSAMP
3	118900557	119146068	IGSF11
3	119146151	119160042	TEX55
3	119147375	119187807	AC083800.1
3	119173517	119205143	UPK1B
3	119211732	119240946	B4GALT4
3	119294383	119420714	ARHGAP31
3	119428949	119468830	TMEM39A
3	119468963	119494708	POGLUT1
3	119498547	119525090	TIMMDC1
3	119524293	119559614	CD80
3	119579268	119589945	ADPRH
3	119597875	119629811	PLA1A
3	119636457	119665324	POPDC2
3	119654513	119677454	COX17
3	119703022	119767102	MAATS1
3	119703076	119807570	AC069444.2
3	119780484	119818485	NR1I2
3	119821323	120094417	GSK3B
3	120164645	120285094	GPR156
3	120324509	120349354	LRRC58
3	120392293	120450993	FSTL1
3	120596328	120602507	NDUFB4
3	120628172	120682269	HGD
3	120686681	120742993	RABL3
3	120742637	120783069	GTF2E1
3	120908072	121424761	STXBP5L
3	121431427	121546641	POLQ
3	121567949	121590622	ARGFX
3	121593379	121630295	FBXO40
3	121631399	121660927	HCLS1
3	121663199	121749767	GOLGB1
3	121769761	121835079	IQCB1
3	121835183	121886526	EAF2
3	121894401	121944188	SLC15A2
3	121987323	122022247	ILDR1
3	122055362	122121139	CD86
3	122183683	122291629	CASR
3	122325248	122341969	CSTA
3	122359591	122383231	CCDC58
3	122384176	122412334	FAM162A
3	122411846	122416062	WDR5B
3	122421902	122514945	KPNA1
3	122527924	122564577	PARP9
3	122564338	122575203	DTX3L
3	122577628	122639047	PARP15
3	122680839	122730840	PARP14
3	122739999	122793831	HSPBAP1
3	122795069	122881139	SLC49A4
3	122909082	123028605	SEMA5B
3	123067025	123225227	PDIA5
3	123201927	123274136	SEC22A
3	123282296	123449758	ADCY5
3	123490820	123585053	HACD2
3	123610049	123884331	MYLK
3	123897305	123961408	CCDC14
3	123968521	123992178	ROPN1
3	124080023	124726325	KALRN
3	124730433	124749273	UMPS
3	124761948	124901418	ITGB5
3	124905442	124953819	MUC13
3	124965710	125055997	HEG1
3	125082636	125212864	SLC12A8
3	125225561	125375354	ZNF148
3	125446650	125520202	SNX4
3	125528858	125595497	OSBPL11
3	125929275	125937039	ALG1L
3	125969160	125983454	ROPN1B
3	126006355	126101561	SLC41A3
3	126103562	126197994	ALDH1L1
3	126342635	126357408	KLF15
3	126394909	126436556	CFAP100
3	126437601	126475891	ZXDC
3	126481166	126517773	UROC1
3	126524155	126543291	CHST13
3	126526999	126558965	C3orf22
3	126571779	126608555	AC024558.2
3	126607059	126655124	TXNRD3
3	126704240	126960420	CHCHD6
3	126988594	127037392	PLXNA1
3	127193131	127198185	C3orf56
3	127283784	127288046	PRR20G
3	127571232	127598267	TPRA1
3	127598410	127622436	MCM2
3	127629185	127672802	PODXL2
3	127672935	127680926	ABTB1
3	127689062	128052190	MGLL
3	127915232	127987671	KBTBD12
3	128051641	128071683	SEC61A1
3	128064778	128153914	RUVBL1
3	128153481	128408646	EEFSEC
3	128462439	128467248	DNAJB8
3	128479427	128493185	GATA2
3	128619969	128681075	RPN1
3	128726122	128814796	RAB7A
3	128879596	128916067	ACAD9
3	128909866	129002690	KIAA1257
3	129001629	129040742	EFCC1
3	129060767	129062406	GP9
3	129087569	129122801	RAB43
3	129087575	129161036	ISY1-RAB43
3	129127415	129161293	ISY1
3	129169484	129183922	CNBP
3	129249606	129277773	COPG1
3	129278828	129306186	HMCES
3	129314771	129316286	H1FX
3	129401321	129428651	EFCAB12
3	129430944	129440179	MBD4
3	129440036	129520507	IFT122
3	129528639	129535344	RHO
3	129543214	129551467	H1FOO
3	129555175	129606818	PLXND1
3	129647792	129893606	TMCC1
3	129974688	129977935	TRH
3	130081831	130113227	ALG1L2
3	130345516	130484844	COL6A5
3	130560334	130678155	COL6A6
3	130678934	130746829	PIK3R4
3	130850595	131016712	ATP2C1
3	131013875	131027649	ASTE1
3	131026850	131350465	NEK11
3	131381671	131388830	NUDT16
3	131462212	131502983	MRPL3
3	131533555	132285410	CPNE4
3	132317369	132368298	ACPP
3	132417502	132539032	DNAJC13
3	132558138	132660082	ACAD11
3	132558142	132722459	NPHP3-ACAD11
3	132597270	132618967	ACKR4
3	132654446	132678097	UBA5
3	132680609	132722414	NPHP3
3	133038391	133397792	TMEM108
3	133400056	133475222	BFSP2
3	133573730	133590261	CDV3
3	133598175	133662380	TOPBP1
3	133746040	133796641	TF
3	133784023	133825772	SRPRB
3	133824235	133895882	RAB6B
3	133928145	134052184	SLCO2A1
3	134065303	134250744	RYK
3	134355874	134375479	AMOTL2
3	134477706	134486716	ANAPC13
3	134485721	134575017	CEP63
3	134597801	135260467	EPHB1
3	134599923	134651636	KY
3	135965728	136147894	PPP2R3A
3	136148917	136197241	MSL2
3	136250340	136337896	PCCB
3	136336236	136752403	STAG1
3	136818647	136855888	SLC35G2
3	136862208	136951606	NCK1
3	136946230	137011085	IL20RB
3	137764315	137766334	SOX14
3	137998735	138033655	CLDN18
3	138061990	138115818	DZIP1L
3	138123713	138132390	A4GNT
3	138160988	138174921	DBR1
3	138187248	138298384	ARMC8
3	138261437	138329886	NME9
3	138347648	138405534	MRAS
3	138434586	138481686	ESYT3
3	138494344	138594538	CEP70
3	138608606	138633376	FAIM
3	138652699	138834938	PIK3CB
3	138944224	138947137	FOXL2
3	138947217	138953990	FOXL2NB
3	139003962	139006268	PRR23A
3	139005806	139357223	MRPS22
3	139019031	139020926	PRR23B
3	139042102	139044892	PRR23C
3	139355600	139389680	COPB2
3	139452884	139480747	RBP2
3	139517434	139539829	RBP1
3	139560180	139678017	NMNAT3
3	139935185	140577397	CLSTN2
3	140678064	140701150	TRIM42
3	140941830	140980978	SLC25A36
3	141051347	141148611	SPSB4
3	141228726	141367753	PXYLP1
3	141324213	141449792	ZBTB38
3	141487027	141615356	RASA2
3	141738249	141747560	RNF7
3	141738474	141807919	AC112504.2
3	141778148	141818490	GRK7
3	141876124	141926549	ATP1B3
3	141944428	142149544	TFDP2
3	142157527	142225592	GK5
3	142306607	142448062	XRN1
3	142449007	142578733	ATR
3	142596393	142713664	PLS1
3	142724034	142807888	TRPC1
3	142815922	142889206	PCOLCE2
3	142949164	142963674	PAQR9
3	142964497	143060725	U2SURP
3	143119771	143124014	CHST2
3	143265222	143848485	SLC9A9
3	143971798	144048719	DIPK2A
3	146069440	146163653	PLOD2
3	146192335	146251179	PLSCR4
3	146391421	146495991	PLSCR2
3	146515180	146544856	PLSCR1
3	146576555	146606216	PLSCR5
3	147386046	147406860	ZIC4
3	147393422	147510293	ZIC1
3	148697784	148743008	AGTR1
3	148791102	148860187	CPB1
3	148865296	148897203	CPA3
3	148991341	149027668	GYG1
3	149030127	149086554	HLTF
3	149129638	149173732	HPS3
3	149162410	149221829	CP
3	149318498	149334414	TM4SF18
3	149369022	149377692	TM4SF1
3	149474697	149503394	TM4SF4
3	149517235	149736714	WWTR1
3	149738472	149752495	COMMD2
3	149761100	149968385	ANKUB1
3	149812708	149962139	RNF13
3	149964904	150050788	PFN2
3	150408335	150466431	TSC22D2
3	150541998	150603228	SERP1
3	150546678	150586016	EIF2A
3	150602875	150630445	SELENOT
3	150659885	150703971	ERICH6
3	150741125	150763477	SIAH2
3	150870376	150905439	MINDY4B
3	150882997	150941743	AC020636.2
3	150926163	150972999	CLRN1
3	151085697	151437072	MED12L
3	151197832	151203216	GPR171
3	151212117	151278542	P2RY14
3	151294086	151316820	GPR87
3	151326312	151329549	P2RY13
3	151337380	151384812	P2RY12
3	151425384	151458709	IGSF10
3	151733916	151761339	AADACL2
3	151814073	151828488	AADAC
3	151873643	151884619	SUCNR1
3	152243828	152465780	MBNL1
3	152835131	152841439	P2RY1
3	153162226	153170627	RAP2B
3	154121003	154257827	ARHGEF26
3	154272546	154324487	DHX36
3	154334943	154430190	GPR149
3	155024124	155183729	MME
3	155290227	155293683	STRIT1
3	155375580	155745067	PLCH1
3	155762617	155806278	C3orf33
3	155763043	155854442	AC104472.3
3	155821024	155854456	SLC33A1
3	155870650	155944020	GMPS
3	156037701	156539138	KCNAB1
3	156540140	156555184	SSR3
3	156673235	156706770	TIPARP
3	156825481	157046129	LEKR1
3	157146508	157160760	CCNL1
3	157259742	157533619	VEPH1
3	157436850	157443633	PTX3
3	157543246	157677749	SLC66A1L
3	158095954	158106503	SHOX2
3	158105855	158545730	RSRC1
3	158571163	158607252	MLF1
3	158644278	158692575	GFM1
3	158645822	158672648	LXN
3	158696892	158732489	RARRES1
3	158732198	158829719	MFSD1
3	158962235	159897366	IQCJ-SCHIP1
3	158962928	159266307	IQCJ
3	159839861	159897360	SCHIP1
3	159988835	159996019	IL12A
3	160225496	160228213	C3orf80
3	160227454	160449829	AC079594.2
3	160256986	160399880	IFT80
3	160399274	160434954	SMC4
3	160432445	160485773	TRIM59
3	160495007	160565571	KPNA4
3	160677160	160678448	ARL14
3	160755602	161078902	PPM1L
3	161083883	161105411	B3GALNT1
3	161104696	161253532	NMD3
3	161344792	161372880	SPTSSB
3	161496808	161503942	OTOL1
3	164978898	165078496	SI
3	165186720	165197109	SLITRK3
3	165772904	165837462	BCHE
3	167240287	167381346	ZBBX
3	167441789	167479004	SERPINI2
3	167478684	167653983	WDR49
3	167683298	167734939	PDCD10
3	167735243	167825568	SERPINI1
3	168008689	168095924	GOLIM4
3	169083499	169663775	MECOM
3	169766921	169769561	ACTRT3
3	169772831	169789716	MYNN
3	169793428	169812986	LRRC34
3	169821922	169837775	LRRIQ4
3	169839172	169869935	LRRC31
3	169911572	169939175	SAMD7
3	169966635	169998373	SEC62
3	170037995	170085392	GPR160
3	170086732	170181749	PHC3
3	170222424	170305977	PRKCI
3	170357678	170396835	SKIL
3	170418865	170454733	CLDN11
3	170418868	170860380	AC026316.4
3	170459548	170586075	SLC7A14
3	170864875	170870208	RPL22L1
3	170888418	170908644	EIF5A2
3	170996347	171026743	SLC2A2
3	171058414	171460408	TNIK
3	171600404	171810950	PLD1
3	171843349	171938715	TMEM212
3	172039578	172401669	FNDC3B
3	172443291	172448456	GHSR
3	172505508	172523475	TNFSF10
3	172630249	172711218	NCEH1
3	172750682	172821474	ECT2
3	172889357	173141235	SPATA16
3	173396284	174286644	NLGN1
3	174438573	175810548	NAALADL2
3	177019340	177228000	TBL1XR1
3	178272932	178844429	KCNMB2
3	178419123	178843300	AC117457.1
3	178960121	179072215	ZMAT3
3	179148114	179240093	PIK3CA
3	179236691	179267002	KCNMB3
3	179323031	179338583	ZNF639
3	179347709	179394936	MFN1
3	179396088	179451476	GNB4
3	179562886	179588407	ACTL6A
3	179588285	179604649	MRPL47
3	179604690	179627647	NDUFB5
3	179653040	179789401	USP13
3	179794958	180037053	PEX5L
3	180602163	180617828	TTC14
3	180602858	180684942	CCDC39
3	180868141	180982753	FXR1
3	180983709	180989774	DNAJC19
3	181711925	181714436	SOX2
3	182793503	182921629	ATP11B
3	182938074	182985953	DCUN1D1
3	183015218	183116075	MCCC1
3	183122215	183163839	LAMP3
3	183178043	183428778	MCF2L2
3	183253253	183298504	B3GNT5
3	183487551	183555706	KLHL6
3	183635610	183684519	KLHL24
3	183697797	183812624	YEATS2
3	183815568	183884889	AC131160.1
3	183815876	183825594	MAP6D1
3	183829271	183884933	PARL
3	183919934	184017939	ABCC5
3	184031544	184039369	HTR3D
3	184053047	184060673	HTR3C
3	184097064	184106995	HTR3E
3	184135038	184146127	EIF2B5
3	184155377	184173614	DVL3
3	184174689	184184091	AP2M1
3	184186023	184194012	ABCF3
3	184230429	184242329	VWA5B2
3	184242301	184249548	ALG3
3	184249650	184259585	EEF1AKMT4
3	184249695	184293031	EEF1AKMT4-ECE2
3	184259213	184261553	CAMK2N2
3	184276011	184293031	ECE2
3	184299198	184309050	PSMD2
3	184314495	184335358	EIF4G1
3	184335926	184348421	FAM131A
3	184346185	184361650	CLCN2
3	184361718	184368596	POLR2H
3	184371935	184381968	THPO
3	184380073	184390736	CHRD
3	184561785	184582408	EPHB3
3	184710364	184712064	MAGEF1
3	184812143	185052614	VPS8
3	185076838	185153060	C3orf70
3	185190624	185281990	EHHADH
3	185282941	185489094	MAP3K13
3	185476496	185499057	TMEM41A
3	185506262	185552588	LIPH
3	185582496	185633551	SENP2
3	185643739	185825056	IGF2BP2
3	185914558	185938103	TRA2B
3	186046314	186110318	ETV5
3	186105668	186362234	DGKG
3	186538441	186546702	CRYGS
3	186546067	186570543	TBCCD1
3	186567403	186585800	DNAJB11
3	186581995	186597103	AC068631.2
3	186613060	186621318	AHSG
3	186635969	186653141	FETUB
3	186660216	186678240	HRG
3	186717348	186744410	KNG1
3	186783205	186789897	EIF4A2
3	186789880	186807058	RFC4
3	186842704	186858463	ADIPOQ
3	186930502	187078553	ST6GAL1
3	187120948	187180908	RPL39L
3	187197486	187201462	RTP1
3	187217285	187292022	MASP1
3	187368385	187372076	RTP4
3	187668912	187670394	SST
3	187698259	187702557	RTP2
3	187721377	187745725	BCL6
3	187743686	187746028	AC072022.2
3	188153284	188890671	LPP
3	188947214	189325304	TPRG1
3	189631389	189897276	TP63
3	189956728	190122437	P3H2
3	190305707	190322446	CLDN1
3	190322541	190412143	CLDN16
3	190428655	190449876	TMEM207
3	190514051	190659750	IL1RAP
3	190852737	190892429	GMNC
3	191199241	191265615	OSTN
3	191267168	191330536	UTS2B
3	191329085	191398659	CCDC50
3	191461163	191461456	PYDC2
3	192139395	192767764	FGF12
3	192796815	192917856	MB21D2
3	193241128	193277738	PLAAT1
3	193274789	193378820	ATP13A5
3	193398967	193593111	ATP13A4
3	193593144	193697811	OPA1
3	194136148	194138732	HES1
3	194339768	194351328	CPN2
3	194355247	194369743	LRRC15
3	194394821	194398354	GP5
3	194402672	194498364	ATP13A3
3	194587673	194633689	TMEM44
3	194640791	194672463	LSG1
3	194685883	194689037	FAM43A
3	195068284	195271159	XXYLT1
3	195274745	195443044	ACAP2
3	195514428	195543386	PPP1R2
3	195568705	195584033	APOD
3	195720884	195741123	MUC20
3	195746765	195811973	MUC4
3	195863364	195911945	TNK2
3	196027183	196082096	TFRC
3	196197452	196211437	ZDHHC19
3	196211487	196243178	SLC51A
3	196214222	196287957	PCYT1A
3	196248230	196318222	AC069257.3
3	196291219	196318299	TCTEX1D2
3	196316082	196338373	TM4SF19-TCTEX1D2
3	196319342	196338503	TM4SF19
3	196347662	196432430	UBXN7
3	196468783	196503768	RNF168
3	196506879	196515346	SMCO1
3	196554177	196568674	WDR53
3	196568611	196589059	FBXO45
3	196639694	196662004	NRROS
3	196639775	196736007	PIGX
3	196706277	196712250	CEP19
3	196739857	196832647	PAK2
3	196867856	196934714	SENP5
3	196935402	196942594	NCBP2
3	196942674	196943543	NCBP2AS2
3	196946356	196969060	PIGZ
3	196988621	197029817	MELTF
3	197042560	197299330	DLG1
3	197509783	197573323	BDH1
3	197668867	197749727	RUBCN
3	197737179	197787596	FYTTD1
3	197791226	197888436	LRCH3
3	197889077	197960142	IQCG
3	197950190	197956610	RPL35A
3	197960200	198043720	LMLN
4	53286	88208	ZNF595
4	124501	202303	ZNF718
4	270675	305474	ZNF732
4	337814	384868	ZNF141
4	425815	499156	ZNF721
4	499210	540200	PIGG
4	573880	576300	TMEM271
4	625584	670782	PDE6B
4	672436	674330	ATP5ME
4	673580	682033	MYL5
4	681829	689441	SLC49A3
4	705748	770640	PCGF3
4	784957	826129	CPLX1
4	849276	932373	GAK
4	932387	958656	TMEM175
4	958887	986895	DGKQ
4	979073	993440	SLC26A1
4	986997	1004564	IDUA
4	1009936	1026898	FGFRL1
4	1056250	1113564	RNF212
4	1166932	1208962	SPON2
4	1211448	1249953	CTBP1
4	1289887	1340147	MAEA
4	1347208	1388049	UVSSA
4	1391552	1395992	CRIPAK
4	1402932	1406331	NKX1-1
4	1617915	1684302	FAM53A
4	1692731	1712344	SLBP
4	1712891	1745176	TACC3
4	1715952	1721358	TMEM129
4	1793293	1808872	FGFR3
4	1811479	1856156	LETM1
4	1871393	1982207	NSD2
4	1982717	2041903	NELFA
4	2041993	2043970	C4orf48
4	2059512	2069089	NAT8L
4	2071918	2242121	POLN
4	2078998	2242276	HAUS3
4	2247432	2262109	MXD4
4	2269582	2418663	ZFYVE28
4	2418974	2462942	CFAP99
4	2462220	2625320	RNF4
4	2536631	2732565	FAM193A
4	2741648	2756342	TNIP2
4	2793071	2841098	SH3BP2
4	2843857	2930076	ADD1
4	2930561	2934834	MFSD10
4	2937933	2963406	NOP14
4	2963571	3040760	GRK4
4	3041422	3243960	HTT
4	3244369	3271738	MSANTD1
4	3293028	3439913	RGS12
4	3441887	3449495	HGFAC
4	3463306	3501473	DOK7
4	3503612	3532446	LRPAP1
4	3766348	3768526	ADRA2C
4	4188803	4226889	OTOP1
4	4235542	4248223	TMEM128
4	4267701	4290154	LYAR
4	4290251	4321786	ZBTB49
4	4348140	4419058	NSG1
4	4415742	4542346	STX18
4	4859665	4863936	MSX1
4	5014586	5019458	CYTL1
4	5051480	5500994	STK32B
4	5542772	5709548	EVC2
4	5711201	5814305	EVC
4	5748084	5893086	CRMP1
4	5897373	6200555	C4orf50
4	6026199	6200591	JAKMIP1
4	6064977	6070162	AC092442.1
4	6269849	6303265	WFS1
4	6320578	6563600	PPP2R2C
4	6575189	6623362	MAN2B2
4	6640091	6642745	MRFAP1
4	6663396	6676755	AC093323.1
4	6693878	6697170	S100P
4	6707701	6709865	MRFAP1L1
4	6716174	6717664	BLOC1S4
4	6781375	6884170	KIAA0232
4	6909242	7033118	TBC1D14
4	7040849	7043001	CCDC96
4	7041899	7057952	TADA2B
4	7058895	7068064	GRPEL1
4	7192538	7742836	SORCS2
4	7430285	7434930	PSAPL1
4	7758714	7939926	AFAP1
4	7965310	8158832	ABLIM2
4	8182072	8241803	SH3TC1
4	8269754	8307098	HTRA3
4	8366282	8440723	ACOX3
4	8436140	8493531	TRMT44
4	8558725	8619761	GPR78
4	8592660	8619759	CPZ
4	8846076	8871839	HMX1
4	9170409	9176730	FAM90A26
4	9210657	9212608	USP17L10
4	9215405	9217356	USP17L11
4	9220152	9221744	USP17L12
4	9224896	9226847	USP17L13
4	9234385	9236334	USP17L15
4	9243879	9245830	USP17L17
4	9248630	9250581	USP17L18
4	9253378	9255329	USP17L19
4	9258124	9260075	USP17L20
4	9262872	9264823	USP17L21
4	9267619	9269570	USP17L22
4	9272364	9272914	USP17L23
4	9325165	9327116	USP17L24
4	9329911	9331862	USP17L25
4	9334658	9336609	USP17L26
4	9339403	9340995	USP17L5
4	9344148	9345740	USP17L27
4	9348893	9350485	USP17L28
4	9353638	9355230	USP17L29
4	9363129	9364721	USP17L30
4	9444534	9450514	DEFB131A
4	9771153	10054936	SLC2A9
4	9781634	9784009	DRD5
4	10074339	10116949	WDR1
4	10439880	10457426	ZNF518B
4	10486395	10684768	CLNK
4	11393150	11429564	HS3ST1
4	13361354	13484365	RAB28
4	13540830	13544508	NKX3-2
4	13568738	13627725	BOD1L1
4	15002674	15070153	CPEB2
4	15339818	15446166	C1QTNF7
4	15469865	15601557	CC2D2A
4	15604381	15681679	FBXL5
4	15681662	15705565	FAM200B
4	15703065	15738313	BST1
4	15778275	15853232	CD38
4	15935577	15938740	FGFBP1
4	15960245	15969309	FGFBP2
4	15963076	16084378	PROM1
4	16160505	16227410	TAPT1
4	16501541	16898678	LDB2
4	17460261	17512206	QDPR
4	17515165	17527104	CLRN2
4	17577192	17607972	LAP3
4	17614641	17634105	MED28
4	17629306	17781621	FAM184B
4	17800655	17810758	DCAF16
4	17810979	17844865	NCAPG
4	17841199	18021876	LCORL
4	20251905	20620561	SLIT2
4	20696282	20752907	PACRGL
4	20728606	21948772	KCNIP4
4	22345071	22516066	ADGRA3
4	23755041	23904089	PPARGC1A
4	24517441	24584554	DHX15
4	24789912	24800842	SOD3
4	24806117	24980204	CCDC149
4	24998847	25030946	LGI2
4	25120014	25160449	SEPSECS
4	25160663	25279204	PI4K2B
4	25312774	25370383	ZCCHC4
4	25377213	25418498	ANAPC4
4	25648011	25678748	SLC34A2
4	25747433	25863760	SEL1L3
4	25861830	25929874	SMIM20
4	26163455	26435131	RBPJ
4	26481396	26490484	CCKAR
4	26576437	26756223	TBC1D19
4	26857601	27025381	STIM2
4	30720415	31146805	PCDH7
4	35948221	36244514	ARAP2
4	36281622	36345756	DTHD1
4	37244743	37449463	NWD2
4	37453925	37623495	C4orf19
4	37590800	37686376	RELL1
4	37826660	37862937	PGM2
4	37891084	38139175	TBC1D1
4	37960398	37961128	PTTG2
4	38664197	38701517	KLF3
4	38772238	38782990	TLR10
4	38790677	38856817	TLR1
4	38823715	38856817	TLR6
4	38867677	38945739	FAM114A1
4	38966744	39032922	TMEM156
4	39045039	39126857	KLHL5
4	39182504	39285810	WDR19
4	39287456	39366375	RFC1
4	39406930	39451533	KLB
4	39452521	39458949	RPL9
4	39459004	39485109	LIAS
4	39498755	39528311	UGDH
4	39546336	39638902	SMIM14
4	39698109	39782792	UBE2K
4	39822863	39977956	PDS5A
4	40056850	40158252	N4BP2
4	40191053	40246967	RHOH
4	40335333	40355217	CHRNA9
4	40423267	40630875	RBM47
4	40749925	40811184	NSUN7
4	40810027	41216714	APBB2
4	41256413	41268455	UCHL1
4	41359607	41700044	LIMCH1
4	41744082	41748970	PHOX2B
4	41935129	41960803	TMEM33
4	41981756	41986465	DCAF4L1
4	41990502	42090461	SLC30A9
4	42110853	42152878	BEND4
4	42397488	42402487	SHISA3
4	42408373	42657105	ATP8A1
4	42893267	43030658	GRXCR1
4	44173903	44448809	KCTD8
4	44622065	44678556	YIPF7
4	44678420	44700928	GUF1
4	44682200	44726588	GNPDA2
4	46035769	46124054	GABRG1
4	46248427	46475230	GABRA2
4	46734827	46909245	COX7B2
4	46918900	46993581	GABRA4
4	46993723	47426447	GABRB1
4	47450787	47463702	COMMD8
4	47485275	47593486	ATP10D
4	47593999	47838106	CORIN
4	47847233	47914667	NFXL1
4	47914142	48040173	NIPAL1
4	47935977	48016672	CNGA1
4	48066393	48134250	TXK
4	48135783	48269838	TEC
4	48341529	48426201	SLAIN2
