GENE_CHROMOSOME	GENE_START	GENE_END	GENE_NAME
2	73867850	73869549	NAT8
2	73956231	73964527	TPRKB
2	73989311	74007284	DUSP11
2	74011316	74044274	C2orf78
2	74056043	74100786	STAMBP
2	74119441	74146992	ACTG2
2	74153953	74186088	DGUOK
2	74213531	74335303	TET3
2	74362527	74375039	BOLA3
2	74379655	74406025	MOB1A
2	74425737	74444692	MTHFD2
2	74438731	74590504	AC006030.1
2	74443369	74570541	SLC4A5
2	74588281	74619214	DCTN1
2	74620963	74648789	AC005041.1
2	74641303	74648718	C2orf81
2	74648805	74652882	WDR54
2	74652962	74669549	RTKN
2	74682214	74685071	INO80B
2	74682215	74688011	INO80B-WBP1
2	74685527	74688018	WBP1
2	74688184	74692537	MOGS
2	74699109	74699814	MRPL53
2	74699113	74710535	CCDC142
2	74710200	74722013	TTC31
2	74724644	74730443	LBX2
2	74732170	74734822	PCGF1
2	74740590	74744275	TLX2
2	74745258	74753408	DQX1
2	74753772	74756887	AUP1
2	74756504	74760475	HTRA2
2	74759385	74782817	LOXL3
2	74776153	74784681	DOK1
2	74785010	74875465	M1AP
2	74881355	74910980	SEMA4F
2	75061108	75120486	HK2
2	75185770	75197255	POLE4
2	75273590	75426646	TACR1
2	75696428	75796848	EVA1A
2	75873909	75917977	MRPL19
2	75879126	75938111	GCFC2
2	76974845	77820445	LRRTM4
2	79252812	79255631	REG3G
2	79312149	79315145	REG1B
2	79347488	79350535	REG1A
2	79384129	79386879	REG3A
2	79412357	80875986	CTNNA2
2	80515476	80531877	LRRTM1
2	84650652	84687169	SUCLG1
2	84743579	85046713	DNAH6
2	85048774	85134132	TRABD2A
2	85132780	85133795	TMSB10
2	85198216	85286595	KCMF1
2	85360515	85537510	TCF7L1
2	85545143	85555419	TGOLN2
2	85569078	85581654	RETSAT
2	85581517	85618875	ELMOD3
2	85621876	85645555	CAPG
2	85646054	85664152	SH2D6
2	85766291	85772404	MAT2A
2	85771843	85788670	GGCX
2	85788685	85809154	VAMP8
2	85811554	85820529	VAMP5
2	85822848	85824831	RNF181
2	85825670	85830319	TMEM150A
2	85829979	85876406	USP39
2	85832377	85839189	C2orf68
2	85884437	85895864	SFTPB
2	85912298	85925977	GNLY
2	85978467	86018506	ATOH8
2	86064243	86132322	ST3GAL5
2	86247339	86333278	POLR1A
2	86333346	86369280	PTCD3
2	86371055	86422893	IMMT
2	86426478	86440913	MRPL35
2	86441116	86565206	REEP1
2	86667770	86719839	KDM3A
2	86730553	86790602	CHMP3
2	86732791	86948245	RNF103-CHMP3
2	86830521	86850989	RNF103
2	86947414	87005164	RMND5A
2	87011733	87035519	CD8A
2	87042462	87089047	CD8B
2	87135076	87241099	RGPD1
2	87229682	87248975	PLGLB1
2	88047606	88058995	PLGLB2
2	88055479	88125471	RGPD2
2	88326724	88363771	KRCC1
2	88367344	88412903	SMYD1
2	88422501	88427581	FABP1
2	88469814	88486155	THNSL2
2	88746306	88752211	FOXI3
2	88824167	88829103	TEX37
2	88856259	88926982	EIF2AK3
2	88991191	89050446	RPIA
2	90537839	90538397	RP11-685N3.1
2	95537175	95542568	TEKT4
2	95691422	95719737	MAL
2	95751114	95815179	MRPS5
2	95810745	95831158	ZNF514
2	95831177	95850065	ZNF2
2	95873283	95925522	AC092835.1
2	95940197	95957056	PROM2
2	95963075	96051825	KCNIP3
2	96068456	96082364	FAHD2A
2	96142715	96150479	TRIM43B
2	96257749	96265526	TRIM43
2	96502667	96657579	ANKRD36C
2	96687694	96705199	GPAT2
2	96778624	96782310	ADRA2B
2	96789589	96804175	ASTL
2	96808908	96811179	DUSP2
2	96850597	96874563	STARD7
2	96914254	96931732	TMEM127
2	96931897	96939911	CIAO1
2	96940076	96987009	SNRNP200
2	96991069	96996255	ITPRIPL1
2	97001504	97042829	NCAPH
2	97163383	97173846	NEURL3
2	97202480	97218371	ARID5A
2	97258907	97308524	KANSL3
2	97308474	97370624	FER1L5
2	97371666	97405801	LMAN2L
2	97426639	97477611	CNNM4
2	97481982	97501119	CNNM3
2	97490263	97523671	ANKRD23
2	97502348	97523753	ANKRD39
2	97525455	97536494	SEMA4C
2	97541619	97652317	FAM178B
2	97749320	97760619	FAHD2B
2	97778955	97930171	ANKRD36
2	98109127	98206428	ANKRD36B
2	98262525	98264846	COX5B
2	98272402	98280507	ACTR1B
2	98280680	98319527	C2orf92
2	98330023	98356325	ZAP70
2	98372796	98612411	TMEM131
2	98703579	98929762	VWA3B
2	98962618	99015064	CNGA3
2	99061317	99210853	INPP4A
2	99215777	99224978	COA5
2	99225042	99234978	UNC50
2	99235569	99347595	MGAT4A
2	99410309	99552722	KIAA1211L
2	99613724	99771427	TSGA10
2	99757948	99767950	C2orf15
2	99757948	99939204	AC079447.1
2	99771418	99779620	LIPT1
2	99771461	99811761	AC092587.1
2	99777890	99797521	MITD1
2	99797615	99816024	MRPL30
2	99858709	99871745	LYG2
2	99900701	99921205	LYG1
2	99935445	99957165	TXNDC9
2	99953834	100017789	EIF5B
2	100016938	100106497	REV1
2	100161881	100808890	AFF3
2	100889753	100939195	LONRF2
2	101008322	101034130	CHST10
2	101086944	101099742	NMS
2	101179455	101193201	PDCL3
2	101436601	101613291	NPAS2
2	101618691	101640494	RPL31
2	101624079	101869328	TBC1D8
2	101869348	101886778	CNOT11
2	101887681	101925163	RNF149
2	101962012	102003965	CREG2
2	102013821	102091574	RFX8
2	102313312	102511151	MAP4K4
2	102508955	102511150	FLJ20373
2	102608422	102645006	IL1R2
2	102681004	102796334	IL1R1
2	102803466	102856462	IL1RL2
2	102927962	102968497	IL1RL1
2	102927989	103015235	IL18R1
2	103035149	103069025	IL18RAP
2	103089685	103150431	SLC9A4
2	103236012	103327814	SLC9A2
2	103331089	103353347	MFSD9
2	103353364	103636358	TMEM182
2	105470573	105475032	POU3F3
2	105654527	105716418	MRPS9
2	105858200	105859924	GPR45
2	105867759	105869601	AC012360.1
2	105880848	105946192	TGFBRAP1
2	105953989	105965668	C2orf49
2	105974169	106054970	FHL2
2	106361369	106510730	NCK2
2	106679702	106694611	ECRG4
2	106709759	106810795	UXS1
2	107007746	107084832	RGPD3
2	107099728	107103848	AC108868.1
2	107103820	107160753	CD8B2
2	107418056	107503564	ST6GAL2
2	108443393	108507297	RGPD4
2	108602979	108630450	SLC5A7
2	108863651	108881807	SULT1C3
2	108905095	108926371	SULT1C2
2	108994367	109005445	SULT1C4
2	109065017	109125871	GCC2
2	109150811	109303702	LIMS1
2	109335938	109402265	RANBP2
2	109403213	109501933	CCDC138
2	109510927	109605828	EDAR
2	109745661	110262211	SH3RF3
2	110300376	110371720	SEPTIN10
2	110371941	110376567	SOWAHC
2	110550335	110615282	RGPD5
2	110656005	110677180	LIMS3
2	110656009	110726134	AC013271.1
2	110841447	110874143	MALL
2	110879888	110962643	NPHP1
2	110969106	111002997	MTLN
2	111160511	111230652	AC112229.3
2	111204217	111230652	LIMS4
2	111271389	111334762	RGPD6
2	111395105	111435640	BUB1
2	111490150	111875799	ACOXL
2	111876955	111926022	BCL2L11
2	112369216	112642267	ANAPC1
2	112656184	112787138	MERTK
2	112812846	112876895	TMEM87B
2	112895962	112945795	FBLN7
2	112969106	113012713	ZC3H8
2	113033174	113097640	ZC3H6
2	113125946	113192065	RGPD8
2	113239733	113299316	TTL
2	113299492	113334727	POLR1B
2	113341817	113346852	CHCHD5
2	113403516	113421402	SLC20A1
2	113479063	113500456	NT5DC4
2	113493926	113522241	CKAP2L
2	113531492	113542167	IL1A
2	113587328	113594393	IL1B
2	113670548	113676459	IL37
2	113730780	113743235	IL36G
2	113763036	113765621	IL36A
2	113779666	113810444	IL36B
2	113816215	113822959	IL36RN
2	113825547	113833420	IL1F10
2	113864791	113891593	IL1RN
2	113914902	113966973	PSD4
2	113973574	114036498	PAX8
2	114195268	114253781	CBWD2
2	114204992	114205429	AC016745.1
2	114256242	114258732	FOXD4L1
2	114384806	114400973	RABL2A
2	114462588	114514270	SLC35F5
2	114647640	114720173	ACTR3
2	115199876	116603328	DPP10
2	118572267	118589953	DDX18
2	118673054	118771709	CCDC93
2	118846028	118868573	INSIG2
2	119599747	119605254	EN1
2	119699742	119752236	MARCO
2	119913819	119916327	C1QL2
2	119981407	120023228	STEAP3
2	120059801	120124410	C2orf76
2	120124497	120130136	DBI
2	120187477	120196080	TMEM37
2	120197419	120282877	SCTR
2	120302008	120419827	CFAP221
2	120436743	120444083	TMEM177
2	120517498	120742475	PTPN4
2	120770653	120936695	EPB41L5
2	120975055	120980976	TMEM185B
2	120997640	121052286	RALB
2	121103712	121109379	INHBB
2	121221911	121223697	FLJ14816
2	121493199	121750229	GLI2
2	121974163	122042778	TFCP2L1
2	122095352	122407163	CLASP1
2	122484521	122494487	NIFK
2	122494679	122525429	TSN
2	124782864	125672864	CNTNAP5
2	127413709	127454243	GYPC
2	127656440	127659673	TEX51
2	127805603	127864864	BIN1
2	127941408	127977889	CYP27C1
2	128014866	128051752	ERCC3
2	128056306	128146041	MAP3K2
2	128176003	128186822	PROC
2	128193783	128284462	IWS1
2	128293378	128395304	MYO7B
2	128395956	128439360	LIMS2
2	128403439	128410213	GPR17
2	128458601	128568761	WDR33
2	128459071	128462816	SFT2D3
2	128601127	128615729	POLR2D
2	128619204	128643496	AMMECR1L
2	128698791	128785694	SAP130
2	128848774	128953251	UGGT1
2	128994290	129076442	HS6ST1
2	130737239	130740311	RAB6C
2	130831108	130886795	POTEF
2	130896860	130902707	CCDC74B
2	130908965	130940323	SMPD4
2	130939310	130948302	MZT2B
2	130949318	130956012	TUBA3E
2	131095506	131100272	CCDC115
2	131099798	131105383	IMP4
2	131113618	131132978	PTPN18
2	131217028	131267280	POTEI
2	131278770	131286177	CFC1B
2	131349741	131357148	CFC1
2	131369054	131415664	POTEJ
2	131486643	131487909	GPR148
2	131513008	131525707	AMER3
2	131594489	131804836	ARHGEF4
2	131792665	131792835	SMIM39
2	131805449	131851033	FAM168B
2	131862420	132111282	PLEKHB2
2	131975640	132022851	POTEE
2	132118684	132121715	RAB6D
2	132222473	132250316	MZT2A
2	132233692	132240507	TUBA3D
2	132285248	132291239	CCDC74A
2	132905164	133015542	ANKRD30BL
2	133174378	133404155	GPR39
2	133400859	133429152	LYPD1
2	133429361	134326034	NCKAP5
2	133874577	133876625	AC011755.1
2	134877554	135212192	MGAT5
2	135213330	135476570	TMEM163
2	135596186	135659604	ACMSD
2	135675805	135716912	CCNT2
2	135722055	135805038	MAP3K19
2	135809835	135933964	RAB3GAP1
2	135894486	136288788	ZRANB3
2	136289025	136482840	R3HDM1
2	136499304	136542626	UBXN4
2	136545420	136594754	LCT
2	136597196	136634013	MCM6
2	136663451	136743670	DARS
2	136871919	136875735	CXCR4
2	137523115	138435288	THSD7B
2	138721590	138773934	HNMT
2	139259340	139331117	SPOPL
2	139426727	139537960	NXPH2
2	140988992	142889270	LRP1B
2	143635226	143813402	KYNU
2	143848931	144525921	ARHGAP15
2	144695635	145090135	GTDC1
2	145121931	145278624	ZEB2
2	148602086	148688395	ACVR2A
2	148687966	148779173	ORC4
2	148778580	149274540	MBD5
2	149402009	149545138	EPC2
2	149632819	149883273	KIF5C
2	149894621	150071776	LYPD6B
2	150186499	150330652	LYPD6
2	150426151	150444292	MMADHC
2	151324709	151395525	RND3
2	152104454	152118377	RBM43
2	152126984	152146408	NMI
2	152214106	152236560	TNFAIP6
2	152266397	152364527	RIF1
2	152341850	152591001	NEB
2	152645498	152685006	ARL5A
2	152659165	152830463	AC068547.1
2	152689282	152955989	CACNB4
2	152973315	153032277	STAM2
2	153191688	153506340	FMNL2
2	153508107	153574511	PRPF40A
2	153574407	153617767	ARL6IP6
2	154333852	154335276	RPRM
2	154728435	155310491	GALNT13
2	155554367	155714866	KCNJ3
2	157180949	157198860	NR4A2
2	157291802	157470247	GPD2
2	157352597	157352655	AC011308.1
2	158114217	158175003	GALNT5
2	158175137	158184225	ERMN
2	158271131	158345473	CYTIP
2	158383279	158485376	ACVR1C
2	158592956	158732374	ACVR1
2	158733214	158992666	UPP2
2	159027585	159313265	CCDC148
2	159313476	159539391	PKP4
2	159651829	159719293	DAPL1
2	159825152	160089170	TANC1
2	160092304	160143310	WDSUB1
2	160175490	160473080	BAZ2B
2	160568968	160627538	MARCH7
2	160625139	160654766	CD302
2	160628362	160761221	LY75-CD302
2	160659866	160761267	LY75
2	160788517	160919126	PLA2R1
2	160956178	161056824	ITGB6
2	161128662	161350318	RBMS1
2	161993419	162092741	TANK
2	162164936	162268228	PSMD14
2	162272808	162282381	TBR1
2	162280843	162841792	SLC4A10
2	162848755	162930725	DPP4
2	162999392	163008914	GCG
2	163027194	163101661	FAP
2	163123584	163175194	IFIH1
2	163175350	163228105	GCA
2	163227917	163695277	KCNH7
2	164449906	164592522	FIGN
2	165348927	165477992	GRB14
2	165510134	165700189	COBLL1
2	165752696	165812035	SLC38A11
2	165944032	166060577	SCN3A
2	166051503	166248820	SCN2A
2	166326157	166545917	CSRNP3
2	166604098	166651169	GALNT3
2	166713985	166810326	TTC21B
2	166841151	167005724	SCN1A
2	167051695	167232511	SCN9A
2	167260083	167467992	SCN7A
2	167744997	168116263	XIRP2
2	168725458	168730551	B3GALT1
2	168810530	169104105	STK39
2	169312372	169631647	CERS6
2	169643049	169722024	NOSTRIN
2	169690642	169769881	SPC25
2	169757801	169766510	G6PC2
2	169772008	169887834	ABCB11
2	169921299	169952677	DHRS9
2	169983619	170219044	LRP2
2	170335990	170363165	BBS5
2	170335990	170382432	AC093899.2
2	170366212	170382768	KLHL41
2	170385018	170430385	FASTKD1
2	170440854	170497916	PPIG
2	170501935	170550915	CCDC173
2	170550964	170558218	PHOSPHO2
2	170550998	170633499	KLHL23
2	170648443	170668574	SSB
2	170666591	170681441	METTL5
2	170683968	170940641	UBR3
2	171034655	171511681	MYO3B
2	171571847	171574588	SP5
2	171640296	171655481	ERICH2
2	171669723	171717661	GAD1
2	171784974	171823640	GORASP2
2	171847333	172087824	TLK1
2	172173915	172291312	METTL8
2	172290727	172341562	DCAF17
2	172378757	172414639	CYBRD1
2	172543919	172604930	DYNC1I2
2	172639915	172864766	SLC25A12
2	172778958	172848600	HAT1
2	172864850	172947158	METAP1D
2	172949468	172954405	DLX1
2	172964166	172967628	DLX2
2	173292082	173371187	ITGA6
2	173420101	173473397	PDK1
2	173600002	173917621	RAPGEF4
2	173940163	174132743	MAP3K20
2	174219548	174233725	CDCA7
2	174745578	174830430	SP3
2	174937175	175113327	OLA1
2	175199682	175203228	SP9
2	175212750	175260440	CIR1
2	175260458	175294303	SCRN3
2	175296299	175351822	GPR155
2	175424300	175547644	WIPF1
2	175612320	175652663	CHRNA1
2	175664041	175870109	CHN1
2	175936978	176033110	ATF2
2	176040986	176049335	ATP5MC3
2	176788610	176867567	LNPK
2	176942200	176948641	EVX2
2	176957449	176960672	HOXD13
2	176964458	176965921	HOXD12
2	176968944	176974482	HOXD11
2	176973518	176984670	HOXD10
2	176987447	176989665	HOXD9
2	176994422	176997423	HOXD8
2	177001340	177037830	HOXD3
2	177016278	177017954	HOXD4
2	177053396	177055635	HOXD1
2	177134123	177202753	MTX2
2	178077291	178088686	HNRNPA3
2	178092323	178257425	NFE2L2
2	178257485	178424027	AGPS
2	178413726	178417524	TTC30B
2	178477727	178483470	TTC30A
2	178487972	178937504	PDE11A
2	178492797	178973066	PDE11A
2	178977151	179003738	RBM45
2	179059208	179267620	OSBPL6
2	179296141	179316239	PRKRA
2	179316073	179326136	PJVK
2	179328391	179343327	FKBP7
2	179345184	179381190	PLEKHA3
2	179390716	179695529	TTN
2	179694484	179914813	CCDC141
2	179966405	180129559	SESTD1
2	180306709	180726339	ZNF385B
2	180809603	180872024	CWC22
2	181831975	181941312	UBE2E3
2	182321929	182403667	ITGA4
2	182401399	182545392	CERKL
2	182537815	182545603	NEUROD1
2	182756457	182795465	ITPRID2
2	182818968	182996125	PPP1R1C
2	183004763	183387919	PDE1A
2	183580768	183659191	DNAJC10
2	183698002	183731365	FRZB
2	183773843	183903586	NCKAP1
2	183943287	183964736	DUSP19
2	183982241	184026408	NUP35
2	185463256	185804219	ZNF804A
2	186603531	186698017	FSIP2
2	187350980	187374088	ZC3H15
2	187454783	187545628	ITGAV
2	187558787	187630686	FAM171B
2	187692202	187713935	ZSWIM2
2	188206691	188313187	CALCRL
2	188328957	188430487	TFPI
2	189156396	189460658	GULP1
2	189598465	189654831	DIRC1
2	189839046	189877472	COL3A1
2	189896624	190090038	COL5A2
2	190306172	190340278	WDR75
2	190425305	190448484	SLC40A1
2	190526111	190535557	ASNSD1
2	190526178	190531163	ASDURF
2	190526245	190532607	AC012488.2
2	190539016	190625919	ANKAR
2	190611386	190627953	OSGEPL1
2	190634993	190649090	ORMDL1
2	190648811	190742355	PMS1
2	190744335	191068210	C2orf88
2	190920426	190927455	MSTN
2	191054461	191208919	HIBCH
2	191208296	191236391	INPP1
2	191273081	191373931	MFSD6
2	191369064	191399448	NEMP2
2	191511472	191557492	NAB1
2	191745553	191830278	GLS
2	191829084	191885686	STAT1
2	191894302	192016322	STAT4
2	192109911	192290115	MYO1B
2	192542794	192561390	NABP1
2	192699036	192711814	CAVIN2
2	192813769	193059659	TMEFF2
2	196440701	196602426	SLC39A10
2	196602427	196933561	DNAH7
2	196998307	197041227	STK17B
2	197053823	197458408	HECW2
2	197504278	197628214	CCDC150
2	197627759	197664449	GTF3C3
2	197669139	197675000	C2orf66
2	197697728	197792520	PGAP1
2	197831741	198175897	ANKRD44
2	198253239	198299815	SF3B1
2	198318147	198340032	COQ10B
2	198351308	198381461	HSPD1
2	198364864	198368173	HSPE1
2	198365137	198415450	HSPE1-MOB4
2	198380295	198418423	MOB4
2	198432948	198540769	RFTN2
2	198570093	198573119	MARS2
2	198591603	198651486	BOLL
2	198669317	199437305	PLCL1
2	200134223	200335989	SATB2
2	200625267	200715896	FTCDNL1
2	200776016	200820658	C2orf69
2	200793636	200820459	TYW5
2	200820040	200873263	MAIP1
2	201170604	201346987	SPATS2L
2	201353681	201384507	KCTD18
2	201374731	201448819	SGO2
2	201450737	201541787	AOX1
2	201675317	201692061	BZW1
2	201717732	201729467	CLK1
2	201735630	201754026	PPIL3
2	201754050	201768661	NIF3L1
2	201773700	201828403	ORC2
2	201838441	201936394	FAM126B
2	201936156	201950473	NDUFB3
2	201980877	202041410	CFLAR
2	202047604	202094129	CASP10
2	202098166	202152434	CASP8
2	202152994	202222121	FLACC1
2	202241930	202316223	TRAK2
2	202252581	202345569	STRADB
2	202352144	202483901	C2CD6
2	202484907	202508293	TMEM237
2	202509593	202563417	MPP4
2	202564990	202645679	ALS2
2	202655184	202760273	CDK15
2	202899310	202903168	FZD7
2	202937978	203069911	KIAA2012
2	203070903	203103331	SUMO1
2	203130459	203168384	NOP58
2	203241050	203432474	BMPR2
2	203499692	203634480	FAM117B
2	203637873	203736708	ICA1L
2	203739505	203879521	WDR12
2	203776937	203852986	CARF
2	203879602	204091101	NBEAL1
2	204103663	204170334	CYP20A1
2	204192962	204312451	ABI2
2	204259068	204400058	RAPH1
2	204571198	204603635	CD28
2	204732494	204738688	CTLA4
2	204801471	204826300	ICOS
2	205410198	206484886	PARD3B
2	206546714	206662857	NRP2
2	206858445	206951027	INO80D
2	206979541	207024233	NDUFS1
2	207024309	207027652	EEF1B2
2	207040040	207082771	GPR1
2	207139387	207179151	ZDBF2
2	207308256	207485851	ADAM23
2	207507136	207513735	FAM237A
2	207516345	207583120	DYTN
2	207602487	207630052	MDH1B
2	207630081	207660913	FASTKD2
2	207804242	207834198	CPO
2	207938861	208031991	KLF7
2	208394461	208470712	CREB1
2	208445355	208490652	METTL21A
2	208576264	208626563	CCNYL1
2	208627322	208634630	FZD5
2	208686012	208890251	PLEKHM3
2	208986331	208989248	CRYGD
2	208992861	208994552	CRYGC
2	209007297	209010882	CRYGB
2	209025464	209028313	CRYGA
2	209030067	209054754	C2orf80
2	209100951	209130798	IDH1
2	209130979	209223470	PIKFYVE
2	209224438	209719227	PTH2R
2	210288782	210598842	MAP2
2	210636717	210864024	UNC80
2	210867289	210886984	RPE
2	210886145	211036133	KANSL1L
2	211051850	211090171	ACADL
2	211154874	211179898	MYL1
2	211295973	211342376	LANCL1
2	211342406	211543831	CPS1
2	212240442	213403565	ERBB4
2	213864415	214017151	IKZF2
2	214149103	215275225	SPAG16
2	215275778	215443700	VWC2L
2	215590370	215674407	BARD1
2	215796266	216003349	ABCA12
2	216176679	216214496	ATIC
2	216225163	216300796	FN1
2	216807307	216898819	MREG
2	216861052	216947678	PECR
2	216946589	216967506	TMEM169
2	216972187	217071026	XRCC5
2	217122588	217237206	MARCH4
2	217277137	217347776	SMARCAL1
2	217363548	217443903	RPL37A
2	217497551	217529159	IGFBP2
2	217536828	217560272	IGFBP5
2	217724181	217724787	TNP1
2	218664311	218898705	TNS1
2	218899683	218955304	RUFY4
2	218990012	219001974	CXCR2
2	219027564	219031685	CXCR1
2	219081864	219119079	ARPC2
2	219124219	219128584	GPBAR1
2	219128846	219134980	AAMP
2	219135115	219211516	PNKD
2	219138920	219157309	TMBIM1
2	219221580	219232822	CATIP
2	219246752	219261617	SLC11A1
2	219262979	219270664	CTDSP1
2	219283844	219318018	VIL1
2	219314974	219433074	USP37
2	219433303	219461803	CNOT9
2	219472578	219501907	PLCD4
2	219502639	219524378	ZNF142
2	219523487	219528166	BCS1L
2	219528615	219536725	RNF25
2	219536792	219567439	STK36
2	219575558	219620139	TTLL4
2	219646472	219680016	CYP27A1
2	219687106	219696809	PRKAG3
2	219724528	219738955	WNT6
2	219745574	219764303	WNT10A
2	219824388	219826877	CDK5R2
2	219845809	219850379	FEV
2	219854911	219858144	CRYBA2
2	219867568	219906249	CFAP65
2	219919146	219925643	IHH
2	219940039	220025587	NHEJ1
2	219940051	220035549	AC068946.1
2	220026187	220034817	SLC23A3
2	220036619	220042828	CNPPD1
2	220040947	220050197	RETREG2
2	220059959	220074373	ZFAND2B
2	220074494	220083716	ABCB6
2	220074494	220087460	AC068946.2
2	220084102	220094439	ATG9A
2	220094505	220101401	ANKZF1
2	220101320	220110200	GLB1L
2	220110177	220115059	STK16
2	220114432	220142892	TUBA4A
2	220117965	220136919	TUBA4B
2	220143989	220151622	DNAJB2
2	220154345	220174370	PTPRN
2	220192129	220197899	RESP18
2	220238249	220264744	DNPEP
2	220283099	220291456	DES
2	220299565	220358351	SPEG
2	220356589	220362966	AC053503.7
2	220360847	220363009	SPEGNB
2	220363589	220371711	GMPPA
2	220378892	220403494	ASIC4
2	220403670	220408531	CHPF
2	220408385	220415317	TMEM198
2	220415450	220436581	OBSL1
2	220433884	220440433	INHA
2	220462579	220481173	STK11IP
2	220492116	220506702	SLC4A3
2	222282747	222438922	EPHA4
2	223064607	223163715	PAX3
2	223162866	223169936	CCDC140
2	223289262	223427340	SGPP2
2	223431618	223520811	FARSB
2	223536377	223574649	MOGAT1
2	223725660	223809357	ACSL3
2	223916532	224063117	KCNE4
2	224461658	224467079	SCG2
2	224616403	224702744	AP1S3
2	224621975	224810016	AC093884.1
2	224720433	224810074	WDFY1
2	224822180	224832431	MRPL44
2	224839762	224904035	SERPINE2
2	225243415	225266824	FAM124B
2	225334867	225450114	CUL3
2	225568481	225581082	CCDC195
2	225629807	225907162	DOCK10
2	226264426	226518734	NYAP2
2	227596033	227664475	IRS1
2	227700297	227863931	RHBDD1
2	227867427	228029169	COL4A4
2	228029281	228179508	COL4A3
2	228189867	228222552	MFF
2	228226754	228246711	TM4SF20
2	228252399	228252665	SCYGR1
2	228336868	228425930	AGFG1
2	228463609	228463971	SCYGR2
2	228474806	228513322	C2orf83
2	228479254	228479556	SCYGR3
2	228481714	228483371	SCYGR4
2	228531520	228531777	SCYGR5
2	228548479	228582744	SLC19A3
2	228589156	228589473	SCYGR6
2	228593051	228593341	SCYGR7
2	228610561	228611397	SCYGR8
2	228670455	228682280	CCL20
2	228735770	228789060	DAW1
2	228844671	229046403	SPHKAP
2	229715242	230136001	PID1
2	230222345	230579271	DNER
2	230628554	230787955	TRIP12
2	230787018	230877835	FBXO36
2	230899698	230933709	SLC16A14
2	231032009	231090444	SP110
2	231067826	231177930	SP140
2	231191899	231268447	SP140L
2	231280657	231410321	SP100
2	231577557	231685790	CAB39
2	231729354	231743963	ITM2C
2	231772033	231825781	GPR55
2	231855039	231889770	SPATA3
2	231902238	231914434	C2orf72
2	231921578	232037541	PSMD1
2	231972944	231989756	HTR2B
2	232063260	232239548	ARMC9
2	232260421	232265875	B3GNT7
2	232318242	232348352	NCL
2	232387898	232395156	NMUR1
2	232457575	232458987	TEX44
2	232571605	232578251	PTMA
2	232597143	232650982	PDE6D
2	232646381	232673964	COPS7B
2	232786519	232791106	NPPC
2	232825955	233209060	DIS3L2
2	233243434	233247599	ALPP
2	233271554	233275424	ALPG
2	233320835	233325463	ALPI
2	233344537	233352544	ECEL1
2	233385173	233390426	PRSS56
2	233390703	233401377	CHRND
2	233404402	233412825	CHRNG
2	233412680	233415267	TIGD1
2	233415384	233448354	EIF4E2
2	233470767	233547490	EFHD1
2	233562009	233725285	GIGYF2
2	233630512	233641275	KCNJ13
2	233721980	233743418	SNORC
2	233743411	233877966	NGEF
2	233897382	233899767	NEU2
2	233924677	234116549	INPP5D
2	234118697	234204320	ATG16L1
2	234216462	234255701	SAG
2	234263153	234380750	DGKD
2	234384166	234475428	USP40
2	234526291	234681956	UGT1A8
2	234545100	234681951	UGT1A10
2	234580544	234681946	UGT1A9
2	234590584	234681945	UGT1A7
2	234600253	234681946	UGT1A6
2	234621638	234681945	UGT1A5
2	234627424	234681945	UGT1A4
2	234637754	234681945	UGT1A3
2	234668894	234681945	UGT1A1
2	234684325	234742069	MROH2A
2	234742062	234763212	HJURP
2	234826018	234928166	TRPM8
2	234959323	234985778	SPP2
2	235401685	235405725	ARL4C
2	235860661	235964358	SH3BP4
2	236402687	237040444	AGAP1
2	237073879	237077029	GBX2
2	237103515	237173052	ASB18
2	237232790	237416178	IQCA1
2	237476430	237490997	ACKR3
2	237994525	238009117	COPS8
2	238232646	238323018	COL6A3
2	238394071	238463965	MLPH
2	238475217	238475818	PRLH
2	238482965	238510257	RAB17
2	238536230	238722325	LRRFIP1
2	238707032	238751451	RBM44
2	238767536	238820748	RAMP1
2	238875469	238951423	UBE2F
2	238875656	239008053	UBE2F-SCLY
2	238969565	239008054	SCLY
2	239008981	239041928	ESPNL
2	239047309	239061588	KLHL30
2	239067611	239077541	ERFE
2	239079043	239112349	ILKAP
2	239146908	239149303	HES6
2	239152685	239198743	PER2
2	239229082	239309538	TRAF3IP1
2	239335383	239360891	ASB1
2	239756673	239832230	TWIST2
2	239969864	240323348	HDAC4
2	240083493	240084053	AC017028.1
2	240831867	240964762	NDUFA10
2	240968382	240969873	OR6B2
2	240984494	240986444	OR6B3
2	241065980	241076224	COPS9
2	241078443	241083979	OTOS
2	241375080	241407493	GPC1
2	241418839	241508626	ANKMY1
2	241499471	241503431	DUSP28
2	241505221	241520789	RNPEPL1
2	241526151	241557122	CAPN10
2	241544847	241570676	GPR35
2	241615835	241622323	AQP12B
2	241631268	241637900	AQP12A
2	241653178	241760453	KIF1A
2	241808241	241819919	AGXT
2	241825465	241836306	MAB21L4
2	241845747	241932728	CROCC2
2	241938035	242034983	SNED1
2	242011584	242041747	MTERF4
2	242045514	242089679	PASK
2	242088991	242123067	PPP1R7
2	242127924	242164792	ANO7
2	242166679	242256476	HDLBP
2	242254515	242293442	SEPTIN2
2	242295700	242434256	FARP2
2	242432085	242449145	STK25
2	242490839	242513546	BOK
2	242523820	242576573	THAP4
2	242576628	242613272	ATG4B
2	242615162	242626359	DTYMK
2	242626500	242668893	ING5
2	242674017	242708231	D2HGDH
2	242716237	242743702	GAL3ST2
